Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,acts upstream of,acts upstream of or within,"acts upstream of or within, negative effect","acts upstream of or within, positive effect","acts upstream of, negative effect","acts upstream of, positive effect",adjacent_to,capable of,capable of negatively regulating,capable of part of,capable of positively regulating,capable of regulating,causal agent in process,causal relation between entities,causal relation between material entity and a process,causal relation between processes,causally downstream of,causally downstream of or within,causally influenced by,causally influences,causally related to,causally upstream of,causally upstream of or within,"causally upstream of or within, negative effect","causally upstream of or within, positive effect","causally upstream of, negative effect","causally upstream of, positive effect",consider,contained in,contains,contains process,database_cross_reference,definition,derives_by_manipulation_from,developmentally contributes to,developmentally preceded by,developmentally related to,developmentally succeeded by,develops from,develops into,directly negatively regulated by,directly negatively regulates,directly negatively regulates activity of,directly positively regulated by,directly positively regulates,directly positively regulates activity of,directly regulated by,directly regulates,directly regulates activity of,editor note,enabled by,enables,enables subfunction,ends after,evolutionarily related to,functionally related to,German synonym (exact),has component,has component activity,has component process,has developmental contribution from,has developmental potential involving,has effector activity,has input,has negative regulatory component activity,has part,has part structure that is capable of,has part that occurs in,has participant,has positive regulatory component activity,has potential to develop into,has potential to developmentally contribute to,has potential to directly develop into,has regulatory component activity,has_alternative_id,has_broad_synonym,has_exact_synonym,has_narrow_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,has_scope,has_synonym_type,helper property (not for use in curation),http://data.bioontology.org/metadata/obo/develops_from,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://omv.ontoware.org/2005/05/ontology#useImports,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000112,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000117,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000231,http://purl.obolibrary.org/obo/IAO_0000412,http://purl.obolibrary.org/obo/IAO_0000589,http://purl.obolibrary.org/obo/po#Angiosperm,http://purl.obolibrary.org/obo/po#Arabidopsis,http://purl.obolibrary.org/obo/po#Bryophytes,http://purl.obolibrary.org/obo/po#Citrus,http://purl.obolibrary.org/obo/po#CL,http://purl.obolibrary.org/obo/po#Gymnosperms,http://purl.obolibrary.org/obo/po#Maize,http://purl.obolibrary.org/obo/po#Musa,http://purl.obolibrary.org/obo/po#Poaceae,http://purl.obolibrary.org/obo/po#Potato,http://purl.obolibrary.org/obo/po#Pteridophytes,http://purl.obolibrary.org/obo/po#reference,http://purl.obolibrary.org/obo/po#Rice,http://purl.obolibrary.org/obo/po#Tomato,http://purl.obolibrary.org/obo/po#TraitNet,http://purl.obolibrary.org/obo/RO_0001900,http://purl.org/dc/elements/1.1/source,http://swrl.stanford.edu/ontologies/3.3/swrla.owl#isRuleEnabled,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.geneontology.org/formats/oboInOwl#source,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,immediately causally downstream of,immediately causally upstream of,immediately preceded by,immediately precedes,in taxon,in_subset,input of,interaction relation helper property,interacts with,involved in,involved in negative regulation of,involved in or involved in regulation of,involved in positive regulation of,involved in regulation of,is a defining property chain axiom,is a defining property chain axiom where second argument is reflexive,is active in,is kinase activity,isolated from germplasm,Japanese synonym (exact),located_in,location of,mereotopologically related to,molecular interaction relation helper property,molecularly interacts with,negatively regulated by,negatively regulates,occurs in,only in taxon,overlaps,part of,part of structure that is capable of,participates in,phosphorylates,Plural,positively regulated by,positively regulates,preceded by,precedes,process has causal agent,regulated by,regulates,regulates activity of,shorthand,Spanish synonym (exact),spatially coextensive with,spatially disjoint from,subset_property,synonym_type_property,temporally related to,term replaced by,treat-xrefs-as-genus-differentia,treat-xrefs-as-is_a
http://purl.obolibrary.org/obo/PO_0004502,closure of carpel(s) stage,,"Stage of gynoecium development defined by the closure of the carpel(s).|Closure of the carpel can occur in various ways, by fusion or secretion.",false,,,http://purl.obolibrary.org/obo/PO_0007606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stage of gynoecium development defined by the closure of the carpel(s).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plant_structure_development_stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0004502,,,"Closure of the carpel can occur in various ways, by fusion or secretion.",closure of carpel(s) stage,,PO:0004502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0006032,lemma awn,"外頴芒 (Japanese, exact)|arista de la lemma (Spanish, exact)",An awn that is part of a lemma.,false,,,http://purl.obolibrary.org/obo/PO_0025349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:70,An awn that is part of a lemma.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"外頴芒 (Japanese, exact)|arista de la lemma (Spanish, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0009037,,http://purl.obolibrary.org/obo/PO_0009037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0006032,,,,lemma awn,,PO:0006032,,,,,,http://purl.obolibrary.org/obo/po#reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0005702,aerenchyma,"通気組織 (Japanese, exact)|aer&#233nquima (Spanish, exact)|portion of aerenchyma tissue (related)","A portion of parenchyma tissue containing particularly large intercellular spaces of schizogenous or lysigenous origin.|As applied to an intercellular space, originating by one or a combination of two processes, separation and degradation of cell walls.",false,,,http://purl.obolibrary.org/obo/PO_0005421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A portion of parenchyma tissue containing particularly large intercellular spaces of schizogenous or lysigenous origin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"通気組織 (Japanese, exact)|aer&#233nquima (Spanish, exact)",,,plant_anatomy,portion of aerenchyma tissue (related),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0005702,,,"As applied to an intercellular space, originating by one or a combination of two processes, separation and degradation of cell walls.",aerenchyma,,PO:0005702,,,,,,http://purl.obolibrary.org/obo/po#TraitNet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0030119,catkin inflorescence,catkin (exact)|ament (exact),"An inflorescence (PO:0009049) with a monopodial growth habit, which at flowering stage (PO:0007616) is composed of indeterminate, first order inflorescence axes (PO:0025104) and sessile, unisexual flowers (PO:0009046) that are each subtended by conspicuous inflorescence bracts (PO:0009054).|Examples include poplars (including Populus trichocarpa, Salicaceae) and birches (Betula spp., Betulaceae). Catkin inflorescences are often pendulate.",false,,,http://purl.obolibrary.org/obo/PO_0009049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An inflorescence (PO:0009049) with a monopodial growth habit, which at flowering stage (PO:0007616) is composed of indeterminate, first order inflorescence axes (PO:0025104) and sessile, unisexual flowers (PO:0009046) that are each subtended by conspicuous inflorescence bracts (PO:0009054).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catkin (exact)|ament (exact),,,plant_anatomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYBG:Brandon_Sinn,2017-04-20T12:48:27Z,,PO:0030119,,,"Examples include poplars (including Populus trichocarpa, Salicaceae) and birches (Betula spp., Betulaceae). Catkin inflorescences are often pendulate.",catkin inflorescence,,PO:0030119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0004707,fruit dehiscence zone,"zona de dehiscencia del fruto (Spanish, exact)|裂開果帯 (Japanese, exact)","A dehiscence zone (PO:0025092) that is part of a fruit.|Upon fruit maturation by drying, undergoes cell separation, allowing the valves to detach from the replum and seeds to be dispersed. If you are annotating to this term, please add an additional annotation to the specific type of fruit (PO:0009001), such as achene fruit (PO:0030107), berry fruit (PO:0030108), capsule fruit (PO:0030091), caryopsis fruit (PO:0030104), drupe fruit (PO:0030103), follicle fruit (PO:0030105), legume fruit (PO:0030100), nut fruit (PO:0030102), samara fruit (PO:0030099), schizocarp fruit (PO:0030098), silique fruit (PO:0030106), or their subclasses, depending on the species.",false,,,http://purl.obolibrary.org/obo/PO_0025092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A dehiscence zone (PO:0025092) that is part of a fruit.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"zona de dehiscencia del fruto (Spanish, exact)|裂開果帯 (Japanese, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0009001,,http://purl.obolibrary.org/obo/PO_0009001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0004707,,,"Upon fruit maturation by drying, undergoes cell separation, allowing the valves to detach from the replum and seeds to be dispersed. If you are annotating to this term, please add an additional annotation to the specific type of fruit (PO:0009001), such as achene fruit (PO:0030107), berry fruit (PO:0030108), capsule fruit (PO:0030091), caryopsis fruit (PO:0030104), drupe fruit (PO:0030103), follicle fruit (PO:0030105), legume fruit (PO:0030100), nut fruit (PO:0030102), samara fruit (PO:0030099), schizocarp fruit (PO:0030098), silique fruit (PO:0030106), or their subclasses, depending on the species.",fruit dehiscence zone,,PO:0004707,,,,,,http://purl.obolibrary.org/obo/po#Maize|http://purl.obolibrary.org/obo/po#Arabidopsis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0025404,phyllome marginal meristem,"phyllome margin meristem (exact)|meristema marginal del filoma (Spanish, exact)|フィロム縁分裂細胞 (Japanese, exact)","A portion of meristem (PO:0009013) tissue that is part of a phyllome margin (PO:0025018) of an expanding phyllome (PO:0006001) and has as parts marginal and submarginal initials.|Phyllome marginal meristems may develop on the lateral margins of a phyllome after the transition from a phyllome primordium (PO:0025128) and may contribute to expansion of the phyllome lamina (PO:0025396). Marginal growth can occur in a phyllome primordium, but it is not considered part of a phyllome marginal meristem. Phyllome marginal initials may give rise to phyllome epidermis (PO:0025157) while phyllome submarginal initials may give rise to the mesophyll (PO:0006070). May be of limited duration.",false,,,http://purl.obolibrary.org/obo/PO_0009013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:412,A portion of meristem (PO:0009013) tissue that is part of a phyllome margin (PO:0025018) of an expanding phyllome (PO:0006001) and has as parts marginal and submarginal initials.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"phyllome margin meristem (exact)|meristema marginal del filoma (Spanish, exact)|フィロム縁分裂細胞 (Japanese, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0025018,,http://purl.obolibrary.org/obo/PO_0025018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laurel_Cooper,2012-01-29T07:31:33Z,,PO:0025404,,,"Phyllome marginal meristems may develop on the lateral margins of a phyllome after the transition from a phyllome primordium (PO:0025128) and may contribute to expansion of the phyllome lamina (PO:0025396). Marginal growth can occur in a phyllome primordium, but it is not considered part of a phyllome marginal meristem. Phyllome marginal initials may give rise to phyllome epidermis (PO:0025157) while phyllome submarginal initials may give rise to the mesophyll (PO:0006070). May be of limited duration.",phyllome marginal meristem,,PO:0025404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0005633,lamellar collenchyma,"col&#233nquima laminar (Spanish, exact)|ラメラ厚角組織 (Japanese, exact)|tangential collenchyma (related)|plate collenchyma (related)",OBSOLETE. A collenchyma in which cell wall thickenings are deposited mainly on tangential walls.|The term was made obsolete because lamellar form is an attribute of regular collenchyma.,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSOLETE. A collenchyma in which cell wall thickenings are deposited mainly on tangential walls.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"col&#233nquima laminar (Spanish, exact)|ラメラ厚角組織 (Japanese, exact)",,,plant_anatomy,tangential collenchyma (related)|plate collenchyma (related),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0005633,,,The term was made obsolete because lamellar form is an attribute of regular collenchyma.,lamellar collenchyma,true,PO:0005633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0020111,PO_0020111,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0020111,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/PO_0009049,,
http://purl.obolibrary.org/obo/PO_0005669,oil gland,"油胞、油腺 (Japanese, exact)|gl&#225ndula aceitosa (Spanish, exact)|oil cavity (related)",A gland or a cavity lined with cells that secrete oils.|Oil glands are schizogenous.,false,,,http://purl.obolibrary.org/obo/PO_0005656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A gland or a cavity lined with cells that secrete oils.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"油胞、油腺 (Japanese, exact)|gl&#225ndula aceitosa (Spanish, exact)",,,plant_anatomy,oil cavity (related),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0005669,,,Oil glands are schizogenous.,oil gland,,PO:0005669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0025095,root parenchyma,"par&#233nquima de la ra&#237z (Spanish, exact)|根柔組織 (Japanese, exact)",A portion of parenchyma tissue (PO:0005421) that is part of a root (PO:0009005).,false,,,http://purl.obolibrary.org/obo/PO_0005421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:213,A portion of parenchyma tissue (PO:0005421) that is part of a root (PO:0009005).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"par&#233nquima de la ra&#237z (Spanish, exact)|根柔組織 (Japanese, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0009005,,http://purl.obolibrary.org/obo/PO_0009005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwalls,2010-10-28T05:14:26Z,,PO:0025095,,,,root parenchyma,,PO:0025095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0004006,mesophyll cell,"c&#233lula del mes&#243filo (Spanish, exact)|葉肉細胞 (Japanese, exact)",A chlorenchyma cell that is part of a mesophyll.,false,,,http://purl.obolibrary.org/obo/PO_0000076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A chlorenchyma cell that is part of a mesophyll.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c&#233lula del mes&#243filo (Spanish, exact)|葉肉細胞 (Japanese, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0006070,,http://purl.obolibrary.org/obo/PO_0006070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0004006,,,,mesophyll cell,,PO:0004006,,,,,,http://purl.obolibrary.org/obo/po#TraitNet|http://purl.obolibrary.org/obo/po#CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0030022,gametophore stem,"cauloid stem (exact)|茎葉体の茎 (Japanese, exact)|caulid stem (exact)|non-vascular stem (exact)|tallo del gamet&#243foro (Spanish, exact)",A stem that is part of a gametophore.|A stem (the primary axis) of the leafy part of a bryophyte shoot system.,false,,,http://purl.obolibrary.org/obo/PO_0030020|http://purl.obolibrary.org/obo/PO_0009047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:289,A stem that is part of a gametophore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cauloid stem (exact)|茎葉体の茎 (Japanese, exact)|caulid stem (exact)|non-vascular stem (exact)|tallo del gamet&#243foro (Spanish, exact)",,,plant_anatomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwalls,2011-03-25T11:17:24Z,,PO:0030022,,,A stem (the primary axis) of the leafy part of a bryophyte shoot system.,gametophore stem,,PO:0030022,,,,,,http://purl.obolibrary.org/obo/po#Bryophytes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0025244,first order infructescence axis,"infructescence rachis (exact)|eje de la infructescencia de primer orden (Spanish, exact)|第一果序軸 (Japanese, exact)","An infructescence axis (PO:0025242), which is the primary or main axis of an infructescence (PO:0006342), that develops from a first order inflorescence axis (PO:0025104).",false,,,http://purl.obolibrary.org/obo/PO_0025242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"An infructescence axis (PO:0025242), which is the primary or main axis of an infructescence (PO:0006342), that develops from a first order inflorescence axis (PO:0025104).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"infructescence rachis (exact)|eje de la infructescencia de primer orden (Spanish, exact)|第一果序軸 (Japanese, exact)",,,plant_anatomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwalls,2010-12-30T03:38:25Z,,PO:0025244,,,,first order infructescence axis,,PO:0025244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0009045,involucral bract,"br&#225ctea involucral (Spanish, exact)|総苞片 (Japanese, exact)|perigynium (narrow)|perigynia (narrow)|phyllary (related)",An inflorescence bract (PO:0009054) of an involucre (PO:0009100).|Involucre are found in plant families such as Asteraceae or Compositeae.,false,,,http://purl.obolibrary.org/obo/PO_0009054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:100,An inflorescence bract (PO:0009054) of an involucre (PO:0009100).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"br&#225ctea involucral (Spanish, exact)|総苞片 (Japanese, exact)",perigynium (narrow)|perigynia (narrow),,plant_anatomy,phyllary (related),,,,,http://purl.obolibrary.org/obo/PO_0009100,,http://purl.obolibrary.org/obo/PO_0009100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0009045,,,Involucre are found in plant families such as Asteraceae or Compositeae.,involucral bract,,PO:0009045,,,,,,http://purl.obolibrary.org/obo/po#reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0030019,gametophore meristematic apical cell,"gametophore apical initial (exact)|gametophore apical cell (exact)|c&#233lula apical del gamet&#243foro (Spanish, exact)|茎葉体分裂組織の頂端細胞 (Japanese, exact)",A shoot meristematic apical cell that is part of a gametophore.|Occurs in the non-vascular shoot system of the gametophyte of mosses and leafy liverworts.,false,,,http://purl.obolibrary.org/obo/PO_0030009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:303,A shoot meristematic apical cell that is part of a gametophore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"gametophore apical initial (exact)|gametophore apical cell (exact)|c&#233lula apical del gamet&#243foro (Spanish, exact)|茎葉体分裂組織の頂端細胞 (Japanese, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0030018,,http://purl.obolibrary.org/obo/PO_0030018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwalls,2011-03-25T10:45:12Z,,PO:0030019,,,Occurs in the non-vascular shoot system of the gametophyte of mosses and leafy liverworts.,gametophore meristematic apical cell,,PO:0030019,,,,,,http://purl.obolibrary.org/obo/po#Bryophytes|http://purl.obolibrary.org/obo/po#CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0007531,F1 root hair initiation,,OBSOLETE. The stage at which the roots hairs are initiated.,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OBSOLETE. The stage at which the roots hairs are initiated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plant_structure_development_stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0007531,,,,F1 root hair initiation,true,PO:0007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0025036,tuber storage parenchyma,"塊茎貯蔵柔組織 (Japanese, exact)|tuber flesh (exact)|par&#233nquima de reserva de tub&#233rculo (Spanish, exact)","A portion of storage parenchyma (PO:0025035) that is part of a tuber (PO:0025522).|This is the flesh of a tuber. See part_of children for individual components of tuber flesh. If you are annotating to this term, please add an additional annotation to either shoot axis tuber (PO:0004543) or tuberous root tuber (PO:0025476).",false,,,http://purl.obolibrary.org/obo/PO_0025035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:103,A portion of storage parenchyma (PO:0025035) that is part of a tuber (PO:0025522).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"塊茎貯蔵柔組織 (Japanese, exact)|tuber flesh (exact)|par&#233nquima de reserva de tub&#233rculo (Spanish, exact)",,,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0025522,,http://purl.obolibrary.org/obo/PO_0025522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rwalls,2010-05-25T04:33:26Z,,PO:0025036,,,"This is the flesh of a tuber. See part_of children for individual components of tuber flesh. If you are annotating to this term, please add an additional annotation to either shoot axis tuber (PO:0004543) or tuberous root tuber (PO:0025476).",tuber storage parenchyma,,PO:0025036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0020011,nexine,"ネキシン (Japanese, exact)|nexina (Spanish, exact)","OBSOLETE. The inner, non-sculptured part of the exine which lies below the sexine.|This term is now available in the cellular_component aspect of the Gene Ontology, GO:0043672.",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"OBSOLETE. The inner, non-sculptured part of the exine which lies below the sexine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ネキシン (Japanese, exact)|nexina (Spanish, exact)",,,plant_anatomy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0020011,,,"This term is now available in the cellular_component aspect of the Gene Ontology, GO:0043672.",nexine,true,PO:0020011,,,,,,http://purl.obolibrary.org/obo/po#reference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0006063,plant ovary epidermis,"epidermis del ovario (Spanish, exact)|子房表皮 (Japanese, exact)|Poaceae ovary epidermis (narrow)","A portion of epidermis (PO:0005679) that is part of an plant ovary wall (PO:0005022).|If you are annotating to this structure for Zea mays or other grasses, please also add an annotation to the corresponding floret type. Choose the most specific term possible from: spikelet floret (PO:0009082), ear floret (PO:0006354), upper floret of pedicellate spikelet of ear (PO:0006350), upper floret of sessile spikelet of ear (PO:0006352).",false,,,http://purl.obolibrary.org/obo/PO_0005679|http://purl.obolibrary.org/obo/PO_0025096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:280,A portion of epidermis (PO:0005679) that is part of an plant ovary wall (PO:0005022).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0006500,,"epidermis del ovario (Spanish, exact)|子房表皮 (Japanese, exact)",Poaceae ovary epidermis (narrow),,plant_anatomy,,,,,,http://purl.obolibrary.org/obo/PO_0005022,,http://purl.obolibrary.org/obo/PO_0005022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0006063,,,"If you are annotating to this structure for Zea mays or other grasses, please also add an annotation to the corresponding floret type. Choose the most specific term possible from: spikelet floret (PO:0009082), ear floret (PO:0006354), upper floret of pedicellate spikelet of ear (PO:0006350), upper floret of sessile spikelet of ear (PO:0006352).",plant ovary epidermis,,PO:0006063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0008030,trichome cell,"c&#233lula del tricoma (Spanish, exact)|毛（毛茸、糸状体）細胞 (Japanese, exact)",A plant cell (PO:0009002) that is part of a multicellular trichome (PO:0000282).,false,,,http://purl.obolibrary.org/obo/BFO_0000004|http://purl.obolibrary.org/obo/PO_0025606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO_GIT:207,A plant cell (PO:0009002) that is part of a multicellular trichome (PO:0000282).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c&#233lula del tricoma (Spanish, exact)|毛（毛茸、糸状体）細胞 (Japanese, exact)",,,plant_anatomy,,,,,http://purl.obolibrary.org/obo/PO_0004013,http://purl.obolibrary.org/obo/PO_0025162,,http://purl.obolibrary.org/obo/PO_0004013|http://purl.obolibrary.org/obo/PO_0025162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0008030,,,,trichome cell,,PO:0008030,,,,,,http://purl.obolibrary.org/obo/po#CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PO_0006500,PO_0006500,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PO:0006500,,,,,,,,,http://purl.obolibrary.org/obo/IAO_0000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/PO_0006063,,
