Class ID;Definitions;decreased_in_magnitude_relative_to;functionally related to
http://purl.obolibrary.org/obo/PATO_0001376;A ploidy quality inhering in a bearer by virtue of the bearer's containing a single set of unique homologous chromosomes.;;
http://purl.obolibrary.org/obo/PATO_0045068;A tendency which is relatively normal or average;;
http://purl.obolibrary.org/obo/PATO_0002197;A quality that describes the power of an atom to attract electrons to itself .;;
http://purl.obolibrary.org/obo/PATO_0001753;A peramorphic growth quality which is due to an increased rate.;;
http://purl.obolibrary.org/obo/PATO_0001736;A physical quality inhering in a bearer by virtue of the bearer's parts having the arrangement which exhibits characteristics of solids.;;
http://purl.obolibrary.org/obo/PATO_0045085;A duration quality of temperature quality of a process which is relatively normal.;;
http://purl.obolibrary.org/obo/PATO_0001863;A duration quality of a process inhering in a bearer by virtue of the bearer's having slow progressive course of indefinite duration.;;
http://purl.obolibrary.org/obo/PATO_0001846;A structural quality inhering in a bearer by virtue of the bearer's being entwined and difficult to unravel.;;
http://purl.obolibrary.org/obo/PATO_0002427;A surface feature shape having numerous very small circular rounded projections or protuberances.;;
http://purl.obolibrary.org/obo/PATO_0002537;A spheroid quality inhering in a bearer by virtue of the bearer's exhibiting a shape not quite ovoid. approximately ovoid.;;
http://purl.obolibrary.org/obo/PATO_0000304;A speed which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001252;A color consisting of grey color and high brightness.;;
http://purl.obolibrary.org/obo/PATO_0001362;A structural quality inhering in a bearer by virtue of the bearer's disposition to being easily damaged or destroyed.;;
http://purl.obolibrary.org/obo/PATO_0001345;A S. pombe mating type determined by the mat1-Mc and mat1-Mi on the mat1 locus.;;
http://purl.obolibrary.org/obo/PATO_0000592;A thickness which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001832;A male fertility which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0002293;A structural quality inhering in a bearer by virtue of the bearer's underlying structure not changing over time.;;
http://purl.obolibrary.org/obo/PATO_0002183;A molecular quality that inheres in a molecular entity by virtue of whether that there is a presence of cycles in the connection of the atoms within the molecular entity.;;
http://purl.obolibrary.org/obo/PATO_0002053;A quality inhering in a bearer by virtue of the bearer's being flattened along dorso-ventral axis.;;
http://purl.obolibrary.org/obo/PATO_0002036;A spatial quality inhering in a bearer by virtue of the bearer's being located towards the central axis of the organism or an extremity.;;
http://purl.obolibrary.org/obo/PATO_0002418;An affinity inhering in a tissue constituent by virtue of the bearer exhibiting a molecular interaction for acidic dyes under specific ph conditions.;;
http://purl.obolibrary.org/obo/PATO_0000308;An age which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0001496;A reproductive quality inhering in the young of an animal by virtue of the bearer's being cared for at one time.;;
http://purl.obolibrary.org/obo/PATO_0001349;A mating type that indicates that the F plasmid has integrated into the chromosome.;;
http://purl.obolibrary.org/obo/PATO_0002101;A cellular quality inhering in a bearer by virtue of having changed from one fully differentiated state into another.;;
http://purl.obolibrary.org/obo/PATO_0002211;A curvature quality inhering in a bearer by virtue of the bearer's being curved backward or inward.;;
http://purl.obolibrary.org/obo/PATO_0001983;A structural quality inhering in a bearer by virtue of the bearer's two basal lobes being united together.;;
http://purl.obolibrary.org/obo/PATO_0002297;A cellular motility which is lower relative to the normal or average.;;
http://purl.obolibrary.org/obo/PATO_0001726;A male receptivity which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001709;A size quality inhering in an bearer by virtue of the bearer's extension in two dimensions.;;
http://purl.obolibrary.org/obo/PATO_0001819;A morphological quality inhering in a bearer by virtue of the bearer's absence or closure of a normal body orifice or tubular passage.;;
http://purl.obolibrary.org/obo/PATO_0001836;A structural quality inhering in a bearer with some kind of aperture or opening that is blocked or clogged.;;
http://purl.obolibrary.org/obo/PATO_0001929;A variability quality inhering in a bearer by virtue of whether the bearer exhibits shape variation or change.;;
http://purl.obolibrary.org/obo/PATO_0002376;A structure quality inhering in a bearer by virtue of the bearer's being filled with air.;;
http://purl.obolibrary.org/obo/PATO_0002393;A tolerance quality inhering in a bearer by virtue of the bearer's increased ability to endure a stimulus.;;
http://purl.obolibrary.org/obo/PATO_0000078;A quality of a single process inhering in a bearer by virtue of the bearer's movement or variation characterized by the regular recurrence or alternation of different quantities or conditions.;;
http://purl.obolibrary.org/obo/PATO_0001744;A radiation quality inhering in a bearer by virtue of what the bearer receives as a result of being exposed to ionizing radiation.;;
http://purl.obolibrary.org/obo/GO_0016740;;;
http://purl.obolibrary.org/obo/PATO_0000692;A quality of a single process inhering in a bearer by virtue of the bearer's origin or development at an unusual time or out of the regular sequence.;;
http://purl.obolibrary.org/obo/PATO_0000438;A variability quality inhering in a bearer by virtue of the bearer's lacking or not exhibiting variation.;;
http://purl.obolibrary.org/obo/PATO_0000455;A maturity quality inhering in a bearer by virtue of the bearer's having arrived at the onset of puberty (the age at which sex glands become functional) but not yet fully mature.;;
http://purl.obolibrary.org/obo/PATO_0001579;A physical quality that is the ability to contract or shrink.;;
http://purl.obolibrary.org/obo/PATO_0001596;A depth quality which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0001689;An elevation which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0040011;Immobility relative to a second entity.|For example: distinct anteroposterior immobility of palatine relative to mesethmoid.;;
http://purl.obolibrary.org/obo/BFO_0000040;An independent continuant that is spatially extended whose identity is independent of that of other entities and can be maintained through time.;;
http://purl.obolibrary.org/obo/PATO_0001919;A positional quality inhering in a bearer by virtue of the bearer's being positioned towards the back or upper surface of an organism.;;
http://purl.obolibrary.org/obo/PATO_0002311;Having a fringe or border of hairlike or fingerlike projections.;;
http://purl.obolibrary.org/obo/PATO_0000069;A quality inhering in a bearer by virtue of the whether the bearer differs from normal or average.;;
http://purl.obolibrary.org/obo/PATO_0002050;An amount which normal.;;
http://purl.obolibrary.org/obo/PATO_0000573;A length quality which is relatively large.;;
http://purl.obolibrary.org/obo/PATO_0001487;A time quality inhering in a bearer by virtue of the bearer's growing old; aging.;;
http://purl.obolibrary.org/obo/PATO_0040042;A proportionality quality inhering in a bearer by virtue of the bearer's decreased magnitude in respect to a related entity.|Example: decreased proportion of CD4 T cells relative to total T cells.;;
http://purl.obolibrary.org/obo/PATO_0001280;Pink color having medium brightness and low saturation.;;
http://purl.obolibrary.org/obo/PATO_0001991;A quality inhering in a bearer by virtue of the bearer's disposition to being capable of indefinite growth or division.;;
http://purl.obolibrary.org/obo/PATO_0001717;A radiation emitting quality which obtains by the intensity of the bearer emitted radiation.;;
http://purl.obolibrary.org/obo/PATO_0001827;A biological sex quality inhering in an individual or a population by virtue of having internal reproductive organs of one sex and external sexual characteristics of the other sex.;;
http://purl.obolibrary.org/obo/PATO_0002288;An elasticity which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001023;A physical quality inhering in a bearer by virtue of the bearer's velocity multiplied by its mass.;;
http://purl.obolibrary.org/obo/PATO_0001400;A cellular potency that is the capacity to produce only one differentiated cell type.|Unipotent cells have the quality of self-renewal which distinguishes them from non-stem cells.;;
http://purl.obolibrary.org/obo/PATO_0001510;A functionality quality held by the bearer when the latter is able to perform a regular function(s).;;
http://purl.obolibrary.org/obo/PATO_0001620;A structural quality inhering in a cell or blood vessel or capillary by virtue of the bearer's being in a rigid state of fullness resulting from pressure of the contents against the wall or membrane.;;
http://purl.obolibrary.org/obo/PATO_0002081;A broken quality inhering in a bearer by virtue of the bearer's being broken into multiple contiguous wholes.;;
http://purl.obolibrary.org/obo/PATO_0001603;A life span which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0000648;A morphological quality inhering in a bearer by virtue of the bearer's being blocked or filled with obstacles or an obstacle.;;
http://purl.obolibrary.org/obo/PATO_0002428;A 3-D shape with three supports or legs.;;
http://purl.obolibrary.org/obo/PATO_0002538;A shape quality that obtains by virtue of the bearer being concave on one side and convex on the other.;;
http://purl.obolibrary.org/obo/PATO_0002111;A cellular quality inhering in a bearer by virtue of its lacking few of the cellular characteristics which would allow it to be fully differentiated.;;
http://purl.obolibrary.org/obo/PATO_0002331;A physical quality inhering in a bearer by virtue of the bearer exhibiting molecular attraction to another entity in contact.;;
http://purl.obolibrary.org/obo/PATO_0001359;A surface feature shape quality inhering in a bearer by virtue of the bearer's having many wrinkles or creases on the surface.;;
http://purl.obolibrary.org/obo/PATO_0000970;A structural quality inhering in a bearer by virtue of the bearer's disposition to being permeated or pervaded by a gas or liquid (as by osmosis or diffusion).;;
http://purl.obolibrary.org/obo/PATO_0000319;A color consisting of green and blue hue.;;
http://purl.obolibrary.org/obo/PATO_0000336;A color quality inhering in a bearer by virtue of the bearer's having color.;;
http://purl.obolibrary.org/obo/PATO_0045013;A curvature which is relatively normal or average.;;
http://purl.obolibrary.org/obo/PATO_0001267;A color consisting of brown hue and high saturation.;;
http://purl.obolibrary.org/obo/PATO_0001284;A color consisting of red hue and low saturation.;;
http://purl.obolibrary.org/obo/PATO_0001377;A ploidy quality inhering in a bearer by virtue of the bearer's containing more than two homologous sets of chromosomes.;;
http://purl.obolibrary.org/obo/PATO_0001978;A shape quality inhering in a bearer by virtue of the bearer's being regularly divided by deep incisions.;;
http://purl.obolibrary.org/obo/PATO_0002198;A quality inhering in a bearer by virtue of its constitution.;;
http://purl.obolibrary.org/obo/PATO_0001754;A peramorphic growth quality which is due to an earlier onset.;;
http://purl.obolibrary.org/obo/PATO_0002068;A spatial pattern inhering in a bearer by virtue of the bearer's exhibiting a layered configuration.;;
http://purl.obolibrary.org/obo/PATO_0001607;A tangled quality inhering in a bearer by virtue of the bearer's being not possible to unravel.;;
http://purl.obolibrary.org/obo/PATO_0000327;A color brightness which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0000344;A compatibility quality inhering in a bearer by virtue of the bearer's being capable of harmonious coexistence.;;
http://purl.obolibrary.org/obo/PATO_0055003;A rate of occurrence that is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0045004;An affinity which is relatively normal or average.;;
http://purl.obolibrary.org/obo/PATO_0002304;A quality of a process that has a value that is increased compared to normal or average.;;
http://purl.obolibrary.org/obo/PATO_0002321;;;
http://purl.obolibrary.org/obo/PATO_0001275;A color consisting of magenta color and high saturation.;;
http://purl.obolibrary.org/obo/PATO_0000583;A weight which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001745;"A radiation exposure quality inhering in a substance by virtue of the radiation energy ""deposited"" in a kilogram of a substance.";;
http://purl.obolibrary.org/obo/PATO_0001762;;;
http://purl.obolibrary.org/obo/PATO_0001497;A reproductive quality inhering in the young of an animal by virtue of the bearer's disposition to survive and develop normally.;;
http://purl.obolibrary.org/obo/PATO_0001984;A shape quality inhering in a bearer by virtue of the bearer's being prolonged below the point of insertion.;;
http://purl.obolibrary.org/obo/PATO_0002436;A positional quality inhering in a bearer by virtue of the bearer's position being displaced from a reference point.;;
http://purl.obolibrary.org/obo/PATO_0002419;An affinity inhering in a tissue constituent by virtue of the bearer exhibiting a molecular interaction for eosin dye.;;
http://purl.obolibrary.org/obo/PATO_0000309;An age which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0002102;A cellular quality inhering in a cell that arises by virtue of whether the bearer exhibits the ability to grow and proliferate in number through cell division.;;
http://purl.obolibrary.org/obo/PATO_0002212;A shape quality inhering in a bearer by virtue of the bearer's being small or narrow in circumference or width in proportion to length or height.;;
http://purl.obolibrary.org/obo/PATO_0001257;Pink color having high brightness and moderate saturation.;;
http://purl.obolibrary.org/obo/PATO_0001367;A surface feature shape quality inhering in a bearer by virtue of the bearer's having deeply undulating edges forming lobes.;;
http://purl.obolibrary.org/obo/PATO_0002188;A molecular quality which inheres in a molecular entity when the molecular entity does not possess an electrical dipole.;;
http://purl.obolibrary.org/obo/PATO_0002298;A cellular motility which is higher relative to the normal or average.;;
http://purl.obolibrary.org/obo/PATO_0001854;A spatial pattern inhering in a bearer by virtue of the bearer's being situated at right angles to the horizon.;;
http://purl.obolibrary.org/obo/PATO_0001520;The frequency of transmitted vibrations.;;
http://purl.obolibrary.org/obo/PATO_0001630;A positional quality inhering in a bearer by virtue of the bearer's being distributed or spread over a considerable extent.;;
http://purl.obolibrary.org/obo/PATO_0002091;A quality of a single process inhering in a bearer by virtue of the bearer's having an onset and time course between acute and chronic.;;
http://purl.obolibrary.org/obo/PATO_0001975;A surface feature shape quality inhering in a bearer by virtue of the bearer's lacking sharp straight-edged teeth pointing to the apex.;;
http://purl.obolibrary.org/obo/PATO_0001992;An organismal quality inhering in a bearer by virtue of the bearer's consisting cells.;;
http://purl.obolibrary.org/obo/PATO_0000317;A color that lacks any hues as parts.;;
http://purl.obolibrary.org/obo/PATO_0001248;A color consisting of cyan hue and low brightness.;;
http://purl.obolibrary.org/obo/PATO_0040043;A proportionality quality inhering in a bearer by virtue of the bearer's increased magnitude in respect to a related entity.|Example: increased proportion of CD4 T cells relative to total T cells.;;
http://purl.obolibrary.org/obo/PATO_0040026;A structural quality inhering in a bearer by virtue of the bearer's being marked by interruptions or gaps.|This term is intended for use for terms such as MP:0010461 discontinuous pulmonary artery and MP:0004157 interrupted aortic arch.;;
http://purl.obolibrary.org/obo/PATO_0001358;A quality inhering in a bearer by virtue of the bearer's having a knob or knoblike protuberance.;;
http://purl.obolibrary.org/obo/PATO_0001828;A biological sex quality inhering in an individual or a population by virtue of having internal reproductive organs of male and external sexual characteristics of female.;;
http://purl.obolibrary.org/obo/PATO_0001938;A spheroid quality inhering in a bearer by virtue of the bearer's being oval and a little angular in the middle.;;
http://purl.obolibrary.org/obo/PATO_0001024;A physical quality inhering in a bearer by virtue of the bearer's rate of doing work.;;
http://purl.obolibrary.org/obo/PATO_0001718;A quality that exists by virtue of the luminous intensity per unit area projected in a given direction.;;
http://purl.obolibrary.org/obo/PATO_0001735;A physical quality inhering in a bearer by virtue of the bearer's parts having the arrangement which exhibits characteristics of liquids.;;
http://purl.obolibrary.org/obo/PATO_0002179;A positional quality inhering in a bearer by virtue of the bearer's being positioned towards to point of attachment or origin.;;
http://purl.obolibrary.org/obo/PATO_0001845;A rhythm quality inhering in a bearer by virtue of the bearer's lacking rhythm lacking pattern.;;
http://purl.obolibrary.org/obo/PATO_0000948;A concave 3-D shape quality inhering in a bearer by virtue of the bearer's having a sinus or rounded lobe at the base.|Having the shape of heart.;;
http://purl.obolibrary.org/obo/PATO_0001621;A turgor which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0002082;A broken quality inhering in a bearer by virtue of the bearer's being still one contiguous whole but structurally damaged such that in danger of become two or more.;;
http://purl.obolibrary.org/obo/PATO_0001511;A disfunctional quality held by the bearer when the latter is unable to perform a regular function(s).;;
http://purl.obolibrary.org/obo/PATO_0002629;An intensity which is characterized by being very severe.;;
http://purl.obolibrary.org/obo/PATO_0002409;Bounded structure filled with fluid.;;
http://purl.obolibrary.org/obo/PATO_0000161;A quality of a single process inhering in a bearer by virtue of the bearer's occurrence per unit time.;;
http://purl.obolibrary.org/obo/PATO_0001597;An oriented quality inhering in a bearer by virtue of the bearer's being turned outward in placement.;;
http://purl.obolibrary.org/obo/PATO_0002202;Handedness where the organism preferentially uses the left hand or foot for tasks requiring the use of a single hand or foot or a dominant hand or foot.;;
http://purl.obolibrary.org/obo/PATO_0002312;Consisting of segments or similar parts arranged in a longitudinal series.;;
http://purl.obolibrary.org/obo/PATO_0000464;A quality inhering in a bearer by virtue of not being clearly visible.;;
http://purl.obolibrary.org/obo/PATO_0000574;A length quality which is relatively small.;;
http://purl.obolibrary.org/obo/PATO_0002064;A structure quality inhering in a bearer by virtue of the bearer's delimited by a surface with holes.;;
http://purl.obolibrary.org/obo/PATO_0002450;A hardness quality of giving significant resistance to pressure.;;
http://purl.obolibrary.org/obo/PATO_0000323;An achromatic color of maximum brightness; the color of objects that reflect nearly all light of all visible wavelengths.;;
http://purl.obolibrary.org/obo/PATO_0001495;A concave quality inhering in a bearer by virtue of the bearer's shape being a V-shaped cut.;;
http://purl.obolibrary.org/obo/PATO_0001478;A structural quality inhering in a bearer by virtue of the bearer's being broken down; caved in.;;
http://purl.obolibrary.org/obo/PATO_0001588;A variability of rate which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0040016;A shape quality inhering in a bearer by virtue of the bearer's having five angles and five sides.;;
http://purl.obolibrary.org/obo/PATO_0040033;A distance traveled in a specific time that is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0010004;A propagation velocity that is lower than normal.;;
http://purl.obolibrary.org/obo/PATO_0002303;A quality of an object that has a value that is decreased compared to normal or average.;;
http://purl.obolibrary.org/obo/PATO_0045000;A rate which is relatively normal.;;
http://purl.obolibrary.org/obo/PATO_0001161;A concentration which relatively low.;;
http://purl.obolibrary.org/obo/PATO_0001271;A color consisting of green hue and high saturation.;;
http://purl.obolibrary.org/obo/PATO_0001982;A shape quality inhering in a bearer by virtue of the bearer's gradually tapering to a slender point.;;
http://purl.obolibrary.org/obo/PATO_0001965;A curled quality inhering in a bearer by virtue of the bearer's edges of its surface being bent down upon their stalk.;;
http://purl.obolibrary.org/obo/PATO_0001381;A polyploidy quality inhering in a bearer by virtue of the bearer's containing three homologous sets of chromosomes.;;
http://purl.obolibrary.org/obo/PATO_0002279;A structural quality inhering in a bearer by virtue of the bearer's being strongly articulated with another entity.;;
http://purl.obolibrary.org/obo/PATO_0002389;Growing horizontal to the ground without setting roots.;;
http://purl.obolibrary.org/obo/PATO_0001818;A quality of a single process inhering in a bearer by virtue of the bearer's increasing over time.;;
http://purl.obolibrary.org/obo/PATO_0001928;A texture quality inhering in a bearer by virtue of a local accumulation of fluid underneath the surface of the bearer.;;
http://purl.obolibrary.org/obo/PATO_0002072;An affinity which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0002055;A fragility which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0001611;A variability quality inhering in a bearer by virtue of whether the bearer exhibits color variation or change.;;
http://purl.obolibrary.org/obo/PATO_0002432;A shape that is in the form of a spade.;;
http://purl.obolibrary.org/obo/PATO_0030003;A malformed quality inhering in a bearer by virtue of the bearer's gross morphology containing what are normally ventral structures and missing some or all of what are normally dorsal structures.;;
http://purl.obolibrary.org/obo/PATO_0045087;A frequency which is relatively normal.;;
http://purl.obolibrary.org/obo/PATO_0001979;A shape quality inhering in a bearer by virtue of the bearer's being partly divided into a determinate number of regions.;;
http://purl.obolibrary.org/obo/CARO_0000003;;;
http://purl.obolibrary.org/obo/PATO_0002302;A quality of a process that has a value that is decreased compared to normal or average.;;
http://purl.obolibrary.org/obo/PATO_0000077;A quality inhering in a bearer by virtue of the whether the bearer's disposition to react to a stimulus or an agent.;;
http://purl.obolibrary.org/obo/PATO_0001698;A photosensitivity which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0000547;A photosensitivity quality inhering in a bearer by virtue of the bearer's exhibiting photosensitivity.;;
http://purl.obolibrary.org/obo/PATO_0001502;A monadic quality of continuant inhering in a bearer by virtue of the bearer's being intricate and compounded.|TODO: obsolete this.;;
http://purl.obolibrary.org/obo/PATO_0002299;A cylindrical shape that is hollow.;;
http://purl.obolibrary.org/obo/PATO_0001872;A convex 3-D shape quality inhering in a bearer by virtue of the bearer's resemblance to a cube (a 3-D shape with a square cross section).;;
http://purl.obolibrary.org/obo/PATO_0001855;A positional quality inhering in a bearer by virtue of the bearer's being in the plane of the horizon.;;
http://purl.obolibrary.org/obo/PATO_0001258;Pink color having medium brightness and moderate saturation.;;
http://purl.obolibrary.org/obo/PATO_0001368;A surface feature shape quality inhering in a bearer by virtue of the bearer's having an irregularly toothed edge.;;
http://purl.obolibrary.org/obo/PATO_0002120;A quality inhering a bearer by virtue of the bearer's ability to generate pus.;;
http://purl.obolibrary.org/obo/PATO_0000488;A response quality inhering in a bearer by virtue of the bearer's lack of reaction to a stimulus or an agent.;;
http://purl.obolibrary.org/obo/PATO_0001051;An angle which is less than 90 degrees.;;
http://purl.obolibrary.org/obo/PATO_0002189;The ease of distortion of the electron cloud of a molecular entity by an electric field.;;
http://purl.obolibrary.org/obo/PATO_0000992;A physical quality of a liquid inhering in a bearer by virtue of the bearer's disposition to internal resistance to flow.;;
http://purl.obolibrary.org/obo/PATO_0045022;A fluid flow which is relatively normal or average.;;
http://purl.obolibrary.org/obo/PATO_0045005;An age which is relatively normal or average.;;
http://purl.obolibrary.org/obo/PATO_0000938;A structural quality inhering in a bearer by virtue of the bearer's exhibiting organisation.;;
http://purl.obolibrary.org/obo/PATO_0001399;A cellular potency that is the capacity to produce differentiated cell types of all three primary germ layers and extraembryonic cell types.;;
http://purl.obolibrary.org/obo/PATO_0002322;;;
http://purl.obolibrary.org/obo/PATO_0000718;A viability quality inhering in a population by virtue of the bearer's long term survival inability.;;
http://purl.obolibrary.org/obo/PATO_0055004;A rate of occurrence that is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0000694;A quality of a process which starts earlier than the natural start time or the reference process.;;
http://purl.obolibrary.org/obo/PATO_0001886;A physical quality inhering in a bearer by virtue the bearer's disposition to having an affinity for water; it is readily absorbing or dissolving in water.;;
http://purl.obolibrary.org/obo/PATO_0001759;A composition quality inhering in a bearer by virtue of the bearer's containing granules.;;
http://purl.obolibrary.org/obo/PATO_0001869;A quality inhering in a bearer by virtue of the bearer's being abnormal and having a destructive effect on living tissue.;;
http://purl.obolibrary.org/obo/PATO_0002110;A cellular quality inhering in a bearer by virtue of its having most of the cellular characteristics of the tissue of origin.;;
http://purl.obolibrary.org/obo/PATO_0002220;A quality inhering in a protein or a molecule by virtue of the bearer's having a phosphate (PO4) group.;;
http://purl.obolibrary.org/obo/PATO_0002203;Handedness where the organism preferentially uses the right hand or foot for tasks requiring the use of a single hand or foot or a dominant hand or foot.;;
http://purl.obolibrary.org/obo/PATO_0002313;Having or resembling the shape of a telescope.;;
http://purl.obolibrary.org/obo/PATO_0002399;A rotation quality inhering in a bearer by virtue of being rotated towards the front and the middle of an organism.;;
http://purl.obolibrary.org/obo/PATO_0001767;;;
http://purl.obolibrary.org/obo/PATO_0000502;A quality of a process which starts later than the natural start time or the reference process.;;
http://purl.obolibrary.org/obo/PATO_0001416;A duration which has regular start and/or end times.;;
http://purl.obolibrary.org/obo/PATO_0001450;A structural quality which is held by a bearer when the latter exhibits an excessive accumulation of extracellular fluid.;;
http://purl.obolibrary.org/obo/PATO_0000588;A quality inhering in a bearer by virtue of the bearer's being a remnant structure from earlier development or evolution.|May be part of an animal (such as an organ or bone) that is no longer used by the species and has therefore become smaller or less developed.;;
http://purl.obolibrary.org/obo/PATO_0001989;A curvature quality inhering in a bearer by virtue of the bearer's having many curves and turns.;;
http://purl.obolibrary.org/obo/PATO_0000381;A frequency which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0002124;A quality inhering in a bearer by virtue of the bearer's processing the form of a thin plate sheet or layer.;;
http://purl.obolibrary.org/obo/PATO_0002107;A positional quality inhering in a bearer by virtue of the bearer's being at the edge or boundary of a related entity.;;
http://purl.obolibrary.org/obo/PATO_0002234;A notched shape quality inhering in a bearer by virtue of the bearer's having a notched tip or edge.;;
http://purl.obolibrary.org/obo/PATO_0001859;A coordination which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0000949;A shape quality inhering in a bearer by virtue of the bearer's being abnormally flattened or coalesced.;;
http://purl.obolibrary.org/obo/PATO_0000983;A permeability quality inhering in a bearer by virtue of the bearer's being incapable of being permeated or pervaded by a gas or liquid (as by osmosis or diffusion).;;
http://purl.obolibrary.org/obo/PATO_0001193;A spatial quality inhering in a bearer by virtue of the bearer's being located toward the side relative to another entity.;;
http://purl.obolibrary.org/obo/PATO_0001286;A color consisting of yellow hue and low saturation.;;
http://purl.obolibrary.org/obo/PATO_0001997;An amount which is relatively low.;;
http://purl.obolibrary.org/obo/PATO_0000152;A quality inhering in a bearer by virtue of the bearer's sensitivity towards a fixed location or value where a change is observed; upper limit.;;
http://purl.obolibrary.org/obo/PATO_0001790;A density which is lower relative to the normal or average.;;
http://purl.obolibrary.org/obo/PATO_0001773;A quality inhering in a bearer by virtue of the bearer's having only one phase or stage.;;
http://purl.obolibrary.org/obo/PATO_0025002;A physical quality inhering in a bearer by virtue of the bearer being suitable for use as a safe means of hydration.;;
http://purl.obolibrary.org/obo/PATO_0001046;A quality inhering in a bearer by virtue of the bearer's disposition to resist to a stimulus.;;
http://purl.obolibrary.org/obo/PATO_0001029;A physical quality inhering in a bearer by virtue of ratio of the bearer's output to the bearer's input.;;
http://purl.obolibrary.org/obo/PATO_0001423;A reflectivity quality inhering in the bearer by virtue of the bearer's ability to refract light.;;
http://purl.obolibrary.org/obo/PATO_0001406;A nucleate quality inhering in a bearer by virtue of the bearer's having two nuclei.;;
http://purl.obolibrary.org/obo/PATO_0001533;A color pattern inhering in a bearer by virtue of bearer's having two or more hues or degrees of saturation.;;
http://purl.obolibrary.org/obo/PATO_0001516;An optical quality where light rays originating from a point on the object converge.;;
http://purl.obolibrary.org/obo/PATO_0002087;A quality inhering in a bearer by virtue of the bearer's being short and wide and tapered distally.;;
http://purl.obolibrary.org/obo/PATO_0001626;A structural quality inhering in a bearer by virtue of whether the bearer has enough functionality.|This term and children should probably be obsoleted.;;
http://purl.obolibrary.org/obo/PATO_0002447;A shape quality inhering in a bearer by virtue of the bearer being divided into four parts.;;
http://purl.obolibrary.org/obo/PATO_0002464;A positional quality inhering in a bearer by virtue of some aspect of the bearer extending past the position of another entity.;;
http://purl.obolibrary.org/obo/PATO_0002481;An orientation quality inhering in a bearer by virtue of the bearer having a slanting direction or position : neither perpendicular nor parallel.;;
http://purl.obolibrary.org/obo/PATO_0002207;A quality that is the distance between the end of the inserted object and the surface of the object into which it penetrates.;;
http://purl.obolibrary.org/obo/PATO_0001612;A variability of color which is relatively high.;;
http://purl.obolibrary.org/obo/PATO_0002073;A molecular quality that arises from the synergistic strength of bond affinities between multiple bond interactions.;;
http://purl.obolibrary.org/obo/PATO_0002090;A morphology quality inhering in a tumour by virtue of the bearer's exhbiting the morphological characteristics of a glandular epithelial cell.;;
http://purl.obolibrary.org/obo/PATO_0002455;A quality inhering in a bearer by virtue of the bearer's architecture bearing resemblence to a corymb type of inflorescence.;;
http://purl.obolibrary.org/obo/PATO_0000328;A color saturation which is of low purity.;;
http://purl.obolibrary.org/obo/PATO_0002472;A physical quality inhering in a bearer by virtue of the bearer's decreased rate of change of the position.;;
http://purl.obolibrary.org/obo/PATO_0000345;A compatibility quality inhering in a bearer by virtue of the bearer's being incapable of harmonious coexistence.;;
http://purl.obolibrary.org/obo/PATO_0001873;A convex 3-D shape quality inhering in a bearer by virtue of the bearer's exhibiting a consistently-sized round cross section.;;
http://purl.obolibrary.org/obo/PATO_0001293;A scalar EM radiation quality which obtains by the capacity of the bearer to retain radiation.;;
http://purl.obolibrary.org/obo/PATO_0001259;A color consisting of purple color and low brightness.;;
http://purl.obolibrary.org/obo/PATO_0001276;A color consisting of magenta color and low saturation.;;
http://purl.obolibrary.org/obo/PATO_0001386;An aneuploidy quality inhering in a bearer by virtue of the bearer's containing only one chromosome from a pair in a cell's nucleus.;;
http://purl.obolibrary.org/obo/PATO_0000011;A time quality inhering in a bearer by virtue of how long the bearer has existed.;;
http://purl.obolibrary.org/obo/PATO_0040008;A shape quality inhering in a bearer by virtue of the bearer's having an ornamental border consisting of short straight or twisted threads or strips hanging from cut or raveled edges or from a separate band.;;
http://purl.obolibrary.org/obo/PATO_0002121;A spatial pattern inhering in a bearer by virtue of the bearer's structureresembling an irregular meshwork with cross-linking struts.;;
http://purl.obolibrary.org/obo/PATO_0001019;A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.;;
http://purl.obolibrary.org/obo/PATO_0001763;;;
http://purl.obolibrary.org/obo/PATO_0001890;A concave 3-D shape quality inhering in a bearer by virtue of the bearer's being divided into three branches.;;
